time	V(n009)	V(n010)	Ic(Q5)	Ic(Q6)	Ic(Q11)	Ic(Q12)
2.509449999998047e-03	1.438313e+01	1.502070e+01	-4.606409e-03	4.128549e-03	-4.554242e-03	4.187947e-03
2.514049999998039e-03	1.407028e+01	1.501720e+01	-4.618923e-03	4.116804e-03	-4.554260e-03	4.187941e-03
2.518649999998032e-03	1.375835e+01	1.501373e+01	-4.631383e-03	4.105119e-03	-4.554277e-03	4.187936e-03
2.523249999998024e-03	1.344736e+01	1.501028e+01	-4.643789e-03	4.093494e-03	-4.554296e-03	4.187931e-03
2.527849999998017e-03	1.313730e+01	1.500687e+01	-4.656141e-03	4.081929e-03	-4.554316e-03	4.187926e-03
2.532449999998010e-03	1.282818e+01	1.500348e+01	-4.668439e-03	4.070424e-03	-4.554336e-03	4.187922e-03
2.536335714283718e-03	1.256864e+01	1.500066e+01	-4.678751e-03	4.060786e-03	-4.554354e-03	4.187920e-03
2.540221428569426e-03	1.231095e+01	1.499787e+01	-4.688977e-03	4.051237e-03	-4.554372e-03	4.187917e-03
2.544107142855134e-03	1.205512e+01	1.499513e+01	-4.699116e-03	4.041775e-03	-4.554390e-03	4.187915e-03
2.547992857140842e-03	1.180113e+01	1.499242e+01	-4.709170e-03	4.032403e-03	-4.554409e-03	4.187913e-03
2.551878571426550e-03	1.154900e+01	1.498975e+01	-4.719138e-03	4.023119e-03	-4.554429e-03	4.187911e-03
2.555764285712258e-03	1.129872e+01	1.498712e+01	-4.729021e-03	4.013923e-03	-4.554448e-03	4.187909e-03
2.559649999997966e-03	1.105029e+01	1.498452e+01	-4.738817e-03	4.004816e-03	-4.554469e-03	4.187907e-03
2.559749999997966e-03	1.104393e+01	1.498446e+01	-4.739067e-03	4.004583e-03	-4.554469e-03	4.187907e-03
2.563321428569389e-03	1.081782e+01	1.498211e+01	-4.747971e-03	3.996313e-03	-4.554488e-03	4.187906e-03
2.566892857140812e-03	1.059412e+01	1.497980e+01	-4.756770e-03	3.988151e-03	-4.554507e-03	4.187905e-03
2.570464285712234e-03	1.037283e+01	1.497752e+01	-4.765462e-03	3.980096e-03	-4.554526e-03	4.187903e-03
2.574035714283658e-03	1.015396e+01	1.497528e+01	-4.774049e-03	3.972149e-03	-4.554545e-03	4.187902e-03
2.577607142855080e-03	9.937495e+00	1.497307e+01	-4.782529e-03	3.964309e-03	-4.554565e-03	4.187901e-03
2.581178571426503e-03	9.723449e+00	1.497090e+01	-4.790903e-03	3.956577e-03	-4.554585e-03	4.187900e-03
2.584749999997926e-03	9.511817e+00	1.496877e+01	-4.799172e-03	3.948952e-03	-4.554605e-03	4.187900e-03
2.588278571426492e-03	9.305501e+00	1.496669e+01	-4.807221e-03	3.941540e-03	-4.554625e-03	4.187899e-03
2.591807142855057e-03	9.102275e+00	1.496465e+01	-4.815138e-03	3.934262e-03	-4.554645e-03	4.187898e-03
2.595335714283623e-03	8.902139e+00	1.496264e+01	-4.822924e-03	3.927117e-03	-4.554665e-03	4.187898e-03
2.598864285712189e-03	8.705094e+00	1.496067e+01	-4.830578e-03	3.920106e-03	-4.554685e-03	4.187897e-03
2.602392857140755e-03	8.511138e+00	1.495874e+01	-4.838100e-03	3.913229e-03	-4.554705e-03	4.187896e-03
2.605921428569320e-03	8.320273e+00	1.495683e+01	-4.845490e-03	3.906486e-03	-4.554725e-03	4.187896e-03
2.609449999997886e-03	8.132498e+00	1.495497e+01	-4.852748e-03	3.899876e-03	-4.554746e-03	4.187895e-03
2.612992857140738e-03	7.947437e+00	1.495313e+01	-4.859889e-03	3.893389e-03	-4.554766e-03	4.187895e-03
2.616535714283589e-03	7.766157e+00	1.495132e+01	-4.866872e-03	3.887064e-03	-4.554787e-03	4.187895e-03
2.620078571426441e-03	7.588658e+00	1.494956e+01	-4.873697e-03	3.880900e-03	-4.554807e-03	4.187894e-03
2.623621428569292e-03	7.414940e+00	1.494783e+01	-4.880363e-03	3.874898e-03	-4.554827e-03	4.187894e-03
2.627164285712144e-03	7.245003e+00	1.494613e+01	-4.886871e-03	3.869058e-03	-4.554847e-03	4.187894e-03
2.630707142854995e-03	7.078848e+00	1.494448e+01	-4.893221e-03	3.863380e-03	-4.554867e-03	4.187893e-03
2.634249999997847e-03	6.916473e+00	1.494286e+01	-4.899412e-03	3.857863e-03	-4.554887e-03	4.187893e-03
2.637778571426413e-03	6.758843e+00	1.494128e+01	-4.905409e-03	3.852544e-03	-4.554907e-03	4.187893e-03
2.641307142854978e-03	6.605541e+00	1.493975e+01	-4.911228e-03	3.847408e-03	-4.554926e-03	4.187893e-03
2.644835714283544e-03	6.456567e+00	1.493825e+01	-4.916869e-03	3.842458e-03	-4.554945e-03	4.187892e-03
2.648364285712110e-03	6.311920e+00	1.493680e+01	-4.922332e-03	3.837692e-03	-4.554964e-03	4.187892e-03
2.651892857140676e-03	6.171601e+00	1.493539e+01	-4.927616e-03	3.833110e-03	-4.554982e-03	4.187892e-03
2.655421428569241e-03	6.035609e+00	1.493402e+01	-4.932722e-03	3.828713e-03	-4.555000e-03	4.187892e-03
2.658949999997807e-03	5.903945e+00	1.493268e+01	-4.937650e-03	3.824501e-03	-4.555017e-03	4.187892e-03
2.662149999997802e-03	5.788673e+00	1.493151e+01	-4.941951e-03	3.820856e-03	-4.555033e-03	4.187892e-03
2.665564285712082e-03	5.669757e+00	1.493030e+01	-4.946372e-03	3.817142e-03	-4.555049e-03	4.187892e-03
2.668978571426363e-03	5.555392e+00	1.492914e+01	-4.950610e-03	3.813621e-03	-4.555065e-03	4.187891e-03
2.672392857140643e-03	5.445578e+00	1.492802e+01	-4.954663e-03	3.810293e-03	-4.555080e-03	4.187891e-03
2.675807142854923e-03	5.340315e+00	1.492694e+01	-4.958532e-03	3.807158e-03	-4.555094e-03	4.187891e-03
2.679221428569203e-03	5.239602e+00	1.492591e+01	-4.962217e-03	3.804217e-03	-4.555108e-03	4.187891e-03
2.682635714283484e-03	5.143440e+00	1.492492e+01	-4.965717e-03	3.801469e-03	-4.555121e-03	4.187891e-03
2.686049999997764e-03	5.051829e+00	1.492397e+01	-4.969033e-03	3.798913e-03	-4.555134e-03	4.187891e-03
2.689264285712044e-03	4.969957e+00	1.492313e+01	-4.971980e-03	3.796694e-03	-4.555145e-03	4.187891e-03
2.692478571426325e-03	4.892400e+00	1.492233e+01	-4.974754e-03	3.794654e-03	-4.555156e-03	4.187891e-03
2.695692857140605e-03	4.819158e+00	1.492157e+01	-4.977356e-03	3.792793e-03	-4.555166e-03	4.187891e-03
2.698907142854886e-03	4.750231e+00	1.492086e+01	-4.979785e-03	3.791112e-03	-4.555175e-03	4.187891e-03
2.702121428569166e-03	4.685618e+00	1.492019e+01	-4.982042e-03	3.789609e-03	-4.555183e-03	4.187891e-03
2.705335714283447e-03	4.625321e+00	1.491957e+01	-4.984126e-03	3.788286e-03	-4.555191e-03	4.187891e-03
2.708549999997728e-03	4.569338e+00	1.491899e+01	-4.986038e-03	3.787141e-03	-4.555198e-03	4.187890e-03
2.710592857140582e-03	4.536094e+00	1.491865e+01	-4.987160e-03	3.786509e-03	-4.555202e-03	4.187890e-03
2.712635714283435e-03	4.504622e+00	1.491832e+01	-4.988211e-03	3.785944e-03	-4.555205e-03	4.187890e-03
2.714678571426289e-03	4.474922e+00	1.491802e+01	-4.989190e-03	3.785449e-03	-4.555209e-03	4.187890e-03
2.716721428569143e-03	4.446995e+00	1.491773e+01	-4.990098e-03	3.785021e-03	-4.555211e-03	4.187890e-03
2.718764285711997e-03	4.420841e+00	1.491747e+01	-4.990934e-03	3.784662e-03	-4.555214e-03	4.187890e-03
2.720807142854851e-03	4.396458e+00	1.491722e+01	-4.991698e-03	3.784371e-03	-4.555216e-03	4.187890e-03
2.722849999997705e-03	4.373848e+00	1.491699e+01	-4.992391e-03	3.784148e-03	-4.555218e-03	4.187890e-03
2.724635714283416e-03	4.355541e+00	1.491681e+01	-4.992937e-03	3.784007e-03	-4.555220e-03	4.187890e-03
2.726421428569127e-03	4.338521e+00	1.491664e+01	-4.993428e-03	3.783908e-03	-4.555221e-03	4.187890e-03
2.728207142854839e-03	4.322789e+00	1.491648e+01	-4.993864e-03	3.783853e-03	-4.555223e-03	4.187890e-03
2.729992857140550e-03	4.308345e+00	1.491634e+01	-4.994245e-03	3.783841e-03	-4.555223e-03	4.187890e-03
2.731778571426262e-03	4.295190e+00	1.491621e+01	-4.994570e-03	3.783873e-03	-4.555224e-03	4.187890e-03
2.733564285711973e-03	4.283322e+00	1.491609e+01	-4.994840e-03	3.783948e-03	-4.555224e-03	4.187890e-03
2.735349999997685e-03	4.272742e+00	1.491599e+01	-4.995054e-03	3.784066e-03	-4.555224e-03	4.187890e-03
2.736978571426254e-03	4.264155e+00	1.491591e+01	-4.995201e-03	3.784204e-03	-4.555225e-03	4.187890e-03
2.738607142854822e-03	4.256543e+00	1.491584e+01	-4.995303e-03	3.784374e-03	-4.555225e-03	4.187890e-03
2.740235714283391e-03	4.249908e+00	1.491578e+01	-4.995357e-03	3.784576e-03	-4.555224e-03	4.187890e-03
2.741864285711960e-03	4.244248e+00	1.491573e+01	-4.995366e-03	3.784810e-03	-4.555224e-03	4.187890e-03
2.743492857140529e-03	4.239564e+00	1.491569e+01	-4.995328e-03	3.785076e-03	-4.555223e-03	4.187890e-03
2.745121428569097e-03	4.235856e+00	1.491567e+01	-4.995245e-03	3.785374e-03	-4.555222e-03	4.187890e-03
2.746749999997666e-03	4.233123e+00	1.491565e+01	-4.995115e-03	3.785704e-03	-4.555221e-03	4.187890e-03
2.748578571426235e-03	4.231127e+00	1.491564e+01	-4.994914e-03	3.786112e-03	-4.555219e-03	4.187890e-03
2.750407142854803e-03	4.230360e+00	1.491565e+01	-4.994655e-03	3.786572e-03	-4.555218e-03	4.187890e-03
2.752235714283372e-03	4.230824e+00	1.491567e+01	-4.994338e-03	3.787084e-03	-4.555216e-03	4.187890e-03
2.754064285711940e-03	4.232517e+00	1.491570e+01	-4.993962e-03	3.787647e-03	-4.555214e-03	4.187890e-03
2.755892857140509e-03	4.235440e+00	1.491575e+01	-4.993529e-03	3.788261e-03	-4.555211e-03	4.187890e-03
2.757721428569077e-03	4.239594e+00	1.491581e+01	-4.993037e-03	3.788927e-03	-4.555208e-03	4.187891e-03
2.759549999997646e-03	4.244977e+00	1.491589e+01	-4.992488e-03	3.789644e-03	-4.555205e-03	4.187891e-03
2.760264285711930e-03	4.247445e+00	1.491592e+01	-4.992258e-03	3.789942e-03	-4.555204e-03	4.187891e-03
2.760978571426215e-03	4.250116e+00	1.491596e+01	-4.992018e-03	3.790248e-03	-4.555203e-03	4.187891e-03
2.761692857140500e-03	4.252990e+00	1.491599e+01	-4.991770e-03	3.790563e-03	-4.555201e-03	4.187891e-03
2.762407142854784e-03	4.256067e+00	1.491603e+01	-4.991514e-03	3.790887e-03	-4.555200e-03	4.187891e-03
2.763121428569069e-03	4.259347e+00	1.491608e+01	-4.991248e-03	3.791219e-03	-4.555199e-03	4.187891e-03
2.763835714283353e-03	4.262830e+00	1.491612e+01	-4.990974e-03	3.791560e-03	-4.555197e-03	4.187891e-03
2.764549999997638e-03	4.266516e+00	1.491617e+01	-4.990690e-03	3.791911e-03	-4.555196e-03	4.187891e-03
2.767649999997633e-03	4.284856e+00	1.491640e+01	-4.989357e-03	3.793540e-03	-4.555189e-03	4.187891e-03
2.770749999997628e-03	4.307299e+00	1.491667e+01	-4.987861e-03	3.795322e-03	-4.555181e-03	4.187891e-03
2.773849999997623e-03	4.333844e+00	1.491699e+01	-4.986200e-03	3.797256e-03	-4.555173e-03	4.187891e-03
2.776949999997618e-03	4.364493e+00	1.491735e+01	-4.984376e-03	3.799343e-03	-4.555163e-03	4.187891e-03
2.780049999997613e-03	4.399244e+00	1.491776e+01	-4.982388e-03	3.801583e-03	-4.555154e-03	4.187891e-03
2.783149999997608e-03	4.438099e+00	1.491821e+01	-4.980236e-03	3.803975e-03	-4.555143e-03	4.187891e-03
2.786249999997603e-03	4.481056e+00	1.491870e+01	-4.977920e-03	3.806519e-03	-4.555132e-03	4.187891e-03
2.789635714283312e-03	4.532841e+00	1.491929e+01	-4.975205e-03	3.809456e-03	-4.555119e-03	4.187891e-03
2.793021428569021e-03	4.589463e+00	1.491993e+01	-4.972303e-03	3.812552e-03	-4.555106e-03	4.187891e-03
2.796407142854730e-03	4.650921e+00	1.492062e+01	-4.969213e-03	3.815806e-03	-4.555092e-03	4.187891e-03
2.799792857140439e-03	4.717216e+00	1.492135e+01	-4.965936e-03	3.819219e-03	-4.555077e-03	4.187891e-03
2.803178571426148e-03	4.788347e+00	1.492213e+01	-4.962470e-03	3.822791e-03	-4.555062e-03	4.187892e-03
2.806564285711856e-03	4.864314e+00	1.492297e+01	-4.958817e-03	3.826522e-03	-4.555047e-03	4.187892e-03
2.809949999997565e-03	4.945117e+00	1.492385e+01	-4.954977e-03	3.830411e-03	-4.555030e-03	4.187892e-03
2.813507142854702e-03	5.035123e+00	1.492482e+01	-4.950744e-03	3.834660e-03	-4.555013e-03	4.187892e-03
2.817064285711839e-03	5.130118e+00	1.492584e+01	-4.946318e-03	3.839067e-03	-4.554995e-03	4.187892e-03
2.820621428568976e-03	5.230101e+00	1.492690e+01	-4.941699e-03	3.843634e-03	-4.554977e-03	4.187893e-03
2.824178571426114e-03	5.335072e+00	1.492801e+01	-4.936886e-03	3.848359e-03	-4.554958e-03	4.187893e-03
2.827735714283251e-03	5.445032e+00	1.492917e+01	-4.931880e-03	3.853244e-03	-4.554939e-03	4.187893e-03
2.831292857140388e-03	5.559981e+00	1.493037e+01	-4.926680e-03	3.858287e-03	-4.554920e-03	4.187893e-03
2.834849999997525e-03	5.679918e+00	1.493162e+01	-4.921288e-03	3.863489e-03	-4.554900e-03	4.187894e-03
2.838492857140377e-03	5.807729e+00	1.493295e+01	-4.915572e-03	3.868975e-03	-4.554880e-03	4.187894e-03
2.842135714283228e-03	5.940274e+00	1.493431e+01	-4.909674e-03	3.874610e-03	-4.554859e-03	4.187894e-03
2.845778571426079e-03	6.077554e+00	1.493572e+01	-4.903593e-03	3.880396e-03	-4.554839e-03	4.187895e-03
2.849421428568930e-03	6.219569e+00	1.493717e+01	-4.897329e-03	3.886332e-03	-4.554818e-03	4.187895e-03
2.853064285711782e-03	6.366319e+00	1.493866e+01	-4.890883e-03	3.892418e-03	-4.554797e-03	4.187896e-03
2.856707142854633e-03	6.517803e+00	1.494019e+01	-4.884253e-03	3.898653e-03	-4.554776e-03	4.187896e-03
2.860349999997484e-03	6.674022e+00	1.494176e+01	-4.877442e-03	3.905040e-03	-4.554755e-03	4.187896e-03
2.861292857140340e-03	6.715135e+00	1.494218e+01	-4.875652e-03	3.906714e-03	-4.554749e-03	4.187896e-03
2.862235714283196e-03	6.756540e+00	1.494259e+01	-4.873852e-03	3.908398e-03	-4.554744e-03	4.187897e-03
2.863178571426052e-03	6.798238e+00	1.494301e+01	-4.872040e-03	3.910091e-03	-4.554738e-03	4.187897e-03
2.864121428568907e-03	6.840228e+00	1.494343e+01	-4.870218e-03	3.911793e-03	-4.554733e-03	4.187897e-03
2.865064285711762e-03	6.882510e+00	1.494386e+01	-4.868384e-03	3.913504e-03	-4.554727e-03	4.187897e-03
2.866007142854618e-03	6.925086e+00	1.494428e+01	-4.866538e-03	3.915225e-03	-4.554722e-03	4.187897e-03
2.866949999997474e-03	6.967953e+00	1.494471e+01	-4.864682e-03	3.916955e-03	-4.554716e-03	4.187898e-03
2.870592857140325e-03	7.136488e+00	1.494639e+01	-4.857397e-03	3.923732e-03	-4.554696e-03	4.187898e-03
2.874235714283177e-03	7.308974e+00	1.494811e+01	-4.849961e-03	3.930633e-03	-4.554675e-03	4.187899e-03
2.877878571426028e-03	7.485412e+00	1.494987e+01	-4.842374e-03	3.937660e-03	-4.554654e-03	4.187900e-03
2.881521428568879e-03	7.665802e+00	1.495166e+01	-4.834637e-03	3.944812e-03	-4.554633e-03	4.187901e-03
2.885164285711730e-03	7.850145e+00	1.495349e+01	-4.826749e-03	3.952089e-03	-4.554613e-03	4.187901e-03
2.888807142854582e-03	8.038439e+00	1.495535e+01	-4.818710e-03	3.959490e-03	-4.554592e-03	4.187902e-03
2.892449999997433e-03	8.230685e+00	1.495726e+01	-4.810520e-03	3.967017e-03	-4.554572e-03	4.187903e-03
2.896078571426006e-03	8.425781e+00	1.495919e+01	-4.802227e-03	3.974629e-03	-4.554552e-03	4.187905e-03
2.899707142854578e-03	8.624075e+00	1.496115e+01	-4.793813e-03	3.982341e-03	-4.554532e-03	4.187906e-03
2.903335714283151e-03	8.825567e+00	1.496315e+01	-4.785279e-03	3.990152e-03	-4.554512e-03	4.187907e-03
2.906964285711724e-03	9.030257e+00	1.496518e+01	-4.776625e-03	3.998064e-03	-4.554493e-03	4.187909e-03
2.910592857140297e-03	9.238146e+00	1.496725e+01	-4.767851e-03	4.006076e-03	-4.554474e-03	4.187910e-03
2.914221428568870e-03	9.449232e+00	1.496936e+01	-4.758957e-03	4.014188e-03	-4.554455e-03	4.187912e-03
2.917849999997443e-03	9.663517e+00	1.497150e+01	-4.749943e-03	4.022399e-03	-4.554437e-03	4.187914e-03
2.921549999997453e-03	9.884945e+00	1.497371e+01	-4.740643e-03	4.030864e-03	-4.554418e-03	4.187916e-03
2.925249999997463e-03	1.010886e+01	1.497597e+01	-4.731253e-03	4.039403e-03	-4.554400e-03	4.187918e-03
2.928949999997473e-03	1.033526e+01	1.497825e+01	-4.721773e-03	4.048018e-03	-4.554382e-03	4.187921e-03
2.932649999997483e-03	1.056414e+01	1.498058e+01	-4.712202e-03	4.056708e-03	-4.554365e-03	4.187923e-03
2.936349999997493e-03	1.079552e+01	1.498294e+01	-4.702540e-03	4.065473e-03	-4.554348e-03	4.187927e-03
2.940049999997503e-03	1.102937e+01	1.498533e+01	-4.692789e-03	4.074313e-03	-4.554331e-03	4.187930e-03
2.943749999997513e-03	1.126572e+01	1.498776e+01	-4.682946e-03	4.083229e-03	-4.554315e-03	4.187934e-03
2.947407142854666e-03	1.150133e+01	1.499020e+01	-4.673147e-03	4.092100e-03	-4.554299e-03	4.187937e-03
2.951064285711819e-03	1.173850e+01	1.499267e+01	-4.663296e-03	4.101013e-03	-4.554284e-03	4.187941e-03
2.954721428568972e-03	1.197721e+01	1.499517e+01	-4.653392e-03	4.109969e-03	-4.554270e-03	4.187946e-03
2.958378571426125e-03	1.221746e+01	1.499771e+01	-4.643436e-03	4.118967e-03	-4.554256e-03	4.187951e-03
2.962035714283278e-03	1.245927e+01	1.500027e+01	-4.633428e-03	4.128007e-03	-4.554242e-03	4.187957e-03
2.965692857140430e-03	1.270262e+01	1.500287e+01	-4.623367e-03	4.137089e-03	-4.554229e-03	4.187963e-03
2.969349999997583e-03	1.294752e+01	1.500550e+01	-4.613255e-03	4.146214e-03	-4.554217e-03	4.187969e-03
2.973707142854738e-03	1.324088e+01	1.500868e+01	-4.601156e-03	4.157125e-03	-4.554203e-03	4.187978e-03
2.978064285711893e-03	1.353502e+01	1.501189e+01	-4.589042e-03	4.168046e-03	-4.554189e-03	4.187987e-03
2.982421428569048e-03	1.382995e+01	1.501512e+01	-4.576912e-03	4.178974e-03	-4.554177e-03	4.187997e-03
2.986778571426203e-03	1.412565e+01	1.501838e+01	-4.564766e-03	4.189912e-03	-4.554165e-03	4.188008e-03
2.991135714283358e-03	1.442214e+01	1.502167e+01	-4.552604e-03	4.200858e-03	-4.554155e-03	4.188020e-03
2.995492857140512e-03	1.471941e+01	1.502499e+01	-4.540427e-03	4.211814e-03	-4.554145e-03	4.188033e-03
2.999849999997667e-03	1.501746e+01	1.502833e+01	-4.528234e-03	4.222778e-03	-4.554136e-03	4.188047e-03
3.001649999997672e-03	1.514041e+01	1.502971e+01	-4.523209e-03	4.227295e-03	-4.554132e-03	4.188053e-03
3.003449999997677e-03	1.526331e+01	1.503109e+01	-4.518189e-03	4.231806e-03	-4.554129e-03	4.188059e-03
3.005249999997682e-03	1.538616e+01	1.503247e+01	-4.513174e-03	4.236312e-03	-4.554126e-03	4.188065e-03
3.007049999997687e-03	1.550895e+01	1.503386e+01	-4.508164e-03	4.240813e-03	-4.554123e-03	4.188072e-03
3.008849999997691e-03	1.563169e+01	1.503524e+01	-4.503160e-03	4.245309e-03	-4.554120e-03	4.188079e-03
3.010649999997696e-03	1.575437e+01	1.503662e+01	-4.498160e-03	4.249799e-03	-4.554117e-03	4.188085e-03
3.012449999997701e-03	1.587700e+01	1.503801e+01	-4.493166e-03	4.254284e-03	-4.554114e-03	4.188092e-03
3.016749999997713e-03	1.616993e+01	1.504131e+01	-4.481247e-03	4.264982e-03	-4.554108e-03	4.188110e-03
3.021049999997725e-03	1.646149e+01	1.504460e+01	-4.469401e-03	4.275611e-03	-4.554102e-03	4.188128e-03
3.025349999997737e-03	1.675170e+01	1.504787e+01	-4.457628e-03	4.286170e-03	-4.554097e-03	4.188147e-03
3.029649999997748e-03	1.704055e+01	1.505111e+01	-4.445927e-03	4.296659e-03	-4.554092e-03	4.188167e-03
3.033949999997760e-03	1.732804e+01	1.505434e+01	-4.434299e-03	4.307079e-03	-4.554088e-03	4.188188e-03
3.038249999997772e-03	1.761418e+01	1.505754e+01	-4.422743e-03	4.317429e-03	-4.554084e-03	4.188210e-03
3.042549999997784e-03	1.789896e+01	1.506072e+01	-4.411260e-03	4.327710e-03	-4.554080e-03	4.188233e-03
3.046235714283508e-03	1.814127e+01	1.506341e+01	-4.401504e-03	4.336440e-03	-4.554078e-03	4.188253e-03
3.049921428569232e-03	1.838159e+01	1.506608e+01	-4.391842e-03	4.345084e-03	-4.554075e-03	4.188274e-03
3.053607142854957e-03	1.861993e+01	1.506872e+01	-4.382275e-03	4.353640e-03	-4.554073e-03	4.188295e-03
3.057292857140681e-03	1.885627e+01	1.507133e+01	-4.372802e-03	4.362109e-03	-4.554071e-03	4.188317e-03
3.060978571426406e-03	1.909063e+01	1.507392e+01	-4.363423e-03	4.370491e-03	-4.554069e-03	4.188339e-03
3.064664285712130e-03	1.932300e+01	1.507648e+01	-4.354138e-03	4.378785e-03	-4.554067e-03	4.188362e-03
3.068349999997854e-03	1.955338e+01	1.507901e+01	-4.344948e-03	4.386993e-03	-4.554066e-03	4.188386e-03
3.071749999997864e-03	1.976345e+01	1.508132e+01	-4.336582e-03	4.394462e-03	-4.554064e-03	4.188408e-03
3.075321428569302e-03	1.998205e+01	1.508372e+01	-4.327890e-03	4.402219e-03	-4.554063e-03	4.188432e-03
3.078892857140740e-03	2.019788e+01	1.508609e+01	-4.319325e-03	4.409862e-03	-4.554062e-03	4.188456e-03
3.082464285712178e-03	2.041093e+01	1.508843e+01	-4.310885e-03	4.417391e-03	-4.554061e-03	4.188480e-03
3.086035714283617e-03	2.062121e+01	1.509075e+01	-4.302572e-03	4.424806e-03	-4.554060e-03	4.188505e-03
3.089607142855055e-03	2.082871e+01	1.509304e+01	-4.294384e-03	4.432106e-03	-4.554059e-03	4.188531e-03
3.093178571426494e-03	2.103344e+01	1.509530e+01	-4.286323e-03	4.439292e-03	-4.554058e-03	4.188557e-03
3.096749999997932e-03	2.123539e+01	1.509753e+01	-4.278388e-03	4.446364e-03	-4.554057e-03	4.188584e-03
3.100392857140799e-03	2.143812e+01	1.509979e+01	-4.270441e-03	4.453445e-03	-4.554056e-03	4.188611e-03
3.104035714283666e-03	2.163722e+01	1.510201e+01	-4.262657e-03	4.460381e-03	-4.554056e-03	4.188639e-03
3.107678571426533e-03	2.183268e+01	1.510420e+01	-4.255035e-03	4.467173e-03	-4.554055e-03	4.188667e-03
3.111321428569400e-03	2.202450e+01	1.510637e+01	-4.247577e-03	4.473818e-03	-4.554054e-03	4.188695e-03
3.114964285712267e-03	2.221268e+01	1.510851e+01	-4.240281e-03	4.480319e-03	-4.554054e-03	4.188724e-03
3.118607142855135e-03	2.239723e+01	1.511061e+01	-4.233148e-03	4.486675e-03	-4.554053e-03	4.188753e-03
3.122249999998002e-03	2.257813e+01	1.511269e+01	-4.226178e-03	4.492885e-03	-4.554053e-03	4.188783e-03
3.126021428569440e-03	2.276120e+01	1.511482e+01	-4.219150e-03	4.499148e-03	-4.554052e-03	4.188813e-03
3.129792857140879e-03	2.293964e+01	1.511691e+01	-4.212327e-03	4.505230e-03	-4.554052e-03	4.188844e-03
3.133564285712318e-03	2.311346e+01	1.511896e+01	-4.205711e-03	4.511131e-03	-4.554052e-03	4.188875e-03
3.137335714283757e-03	2.328266e+01	1.512098e+01	-4.199300e-03	4.516852e-03	-4.554051e-03	4.188907e-03
3.141107142855196e-03	2.344723e+01	1.512297e+01	-4.193095e-03	4.522393e-03	-4.554051e-03	4.188938e-03
3.144878571426635e-03	2.360718e+01	1.512492e+01	-4.187095e-03	4.527752e-03	-4.554051e-03	4.188969e-03
3.148649999998074e-03	2.376251e+01	1.512684e+01	-4.181301e-03	4.532931e-03	-4.554051e-03	4.189001e-03
3.152292857140941e-03	2.390779e+01	1.512865e+01	-4.175916e-03	4.537750e-03	-4.554050e-03	4.189031e-03
3.155935714283808e-03	2.404820e+01	1.513043e+01	-4.170746e-03	4.542381e-03	-4.554050e-03	4.189061e-03
3.159578571426675e-03	2.418375e+01	1.513217e+01	-4.165792e-03	4.546825e-03	-4.554050e-03	4.189091e-03
3.163221428569542e-03	2.431443e+01	1.513386e+01	-4.161054e-03	4.551081e-03	-4.554049e-03	4.189120e-03
3.166864285712409e-03	2.444024e+01	1.513551e+01	-4.156531e-03	4.555150e-03	-4.554049e-03	4.189149e-03
3.170507142855277e-03	2.456118e+01	1.513713e+01	-4.152224e-03	4.559031e-03	-4.554049e-03	4.189177e-03
3.174149999998144e-03	2.467726e+01	1.513870e+01	-4.148132e-03	4.562725e-03	-4.554049e-03	4.189205e-03
3.178321428569583e-03	2.480391e+01	1.514044e+01	-4.143726e-03	4.566716e-03	-4.554049e-03	4.189237e-03
3.182492857141023e-03	2.492363e+01	1.514211e+01	-4.139622e-03	4.570441e-03	-4.554049e-03	4.189266e-03
3.186664285712463e-03	2.503641e+01	1.514370e+01	-4.135823e-03	4.573902e-03	-4.554049e-03	4.189294e-03
3.190835714283904e-03	2.514227e+01	1.514522e+01	-4.132326e-03	4.577098e-03	-4.554049e-03	4.189321e-03
3.195007142855344e-03	2.524120e+01	1.514666e+01	-4.129134e-03	4.580030e-03	-4.554048e-03	4.189346e-03
3.199178571426783e-03	2.533320e+01	1.514802e+01	-4.126244e-03	4.582697e-03	-4.554048e-03	4.189370e-03
3.203349999998223e-03	2.541827e+01	1.514930e+01	-4.123658e-03	4.585099e-03	-4.554048e-03	4.189392e-03
3.208464285712523e-03	2.551276e+01	1.515076e+01	-4.120918e-03	4.587672e-03	-4.554048e-03	4.189415e-03
3.213578571426823e-03	2.559635e+01	1.515204e+01	-4.118638e-03	4.589828e-03	-4.554048e-03	4.189435e-03
3.218692857141122e-03	2.566905e+01	1.515316e+01	-4.116819e-03	4.591568e-03	-4.554048e-03	4.189450e-03
3.223807142855422e-03	2.573085e+01	1.515412e+01	-4.115460e-03	4.592892e-03	-4.554048e-03	4.189461e-03
3.228921428569722e-03	2.578176e+01	1.515490e+01	-4.114561e-03	4.593800e-03	-4.554048e-03	4.189468e-03
3.234035714284022e-03	2.582178e+01	1.515553e+01	-4.114122e-03	4.594292e-03	-4.554048e-03	4.189470e-03
3.239149999998321e-03	2.585091e+01	1.515598e+01	-4.114144e-03	4.594367e-03	-4.554048e-03	4.189469e-03
3.244492857141193e-03	2.586953e+01	1.515624e+01	-4.114655e-03	4.593992e-03	-4.554048e-03	4.189461e-03
3.249835714284065e-03	2.587615e+01	1.515629e+01	-4.115645e-03	4.593162e-03	-4.554048e-03	4.189450e-03
