time	V(n009)	V(n010)	Ic(Q5)	Ic(Q6)	Ic(Q11)	Ic(Q12)
5.146050000003536e-03	2.365612e+01	1.512552e+01	-4.185265e-03	4.529387e-03	-4.554051e-03	4.188979e-03
5.149964285717833e-03	2.381562e+01	1.512750e+01	-4.179328e-03	4.534696e-03	-4.554050e-03	4.189012e-03
5.153878571432129e-03	2.396953e+01	1.512943e+01	-4.173638e-03	4.539790e-03	-4.554050e-03	4.189044e-03
5.157792857146425e-03	2.411787e+01	1.513132e+01	-4.168195e-03	4.544668e-03	-4.554050e-03	4.189076e-03
5.161707142860722e-03	2.426062e+01	1.513316e+01	-4.163000e-03	4.549332e-03	-4.554050e-03	4.189108e-03
5.165621428575019e-03	2.439779e+01	1.513495e+01	-4.158053e-03	4.553780e-03	-4.554050e-03	4.189139e-03
5.169535714289315e-03	2.452938e+01	1.513670e+01	-4.153352e-03	4.558014e-03	-4.554049e-03	4.189170e-03
5.173450000003611e-03	2.465538e+01	1.513840e+01	-4.148900e-03	4.562032e-03	-4.554049e-03	4.189200e-03
5.177621428575052e-03	2.478316e+01	1.514016e+01	-4.144443e-03	4.566065e-03	-4.554049e-03	4.189231e-03
5.181792857146491e-03	2.490401e+01	1.514184e+01	-4.140290e-03	4.569834e-03	-4.554049e-03	4.189262e-03
5.185964285717931e-03	2.501795e+01	1.514344e+01	-4.136439e-03	4.573339e-03	-4.554049e-03	4.189290e-03
5.190135714289371e-03	2.512497e+01	1.514497e+01	-4.132892e-03	4.576580e-03	-4.554049e-03	4.189317e-03
5.194307142860811e-03	2.522507e+01	1.514642e+01	-4.129648e-03	4.579556e-03	-4.554048e-03	4.189342e-03
5.198478571432251e-03	2.531825e+01	1.514780e+01	-4.126708e-03	4.582268e-03	-4.554048e-03	4.189366e-03
5.202650000003691e-03	2.540452e+01	1.514910e+01	-4.124070e-03	4.584716e-03	-4.554048e-03	4.189388e-03
5.205435714289413e-03	2.545808e+01	1.514991e+01	-4.122483e-03	4.586197e-03	-4.554048e-03	4.189401e-03
5.208221428575135e-03	2.550844e+01	1.515068e+01	-4.121034e-03	4.587556e-03	-4.554048e-03	4.189414e-03
5.211007142860857e-03	2.555558e+01	1.515140e+01	-4.119723e-03	4.588791e-03	-4.554048e-03	4.189425e-03
5.213792857146579e-03	2.559951e+01	1.515207e+01	-4.118548e-03	4.589905e-03	-4.554048e-03	4.189435e-03
5.216578571432300e-03	2.564023e+01	1.515270e+01	-4.117511e-03	4.590896e-03	-4.554048e-03	4.189443e-03
5.219364285718023e-03	2.567774e+01	1.515329e+01	-4.116612e-03	4.591764e-03	-4.554048e-03	4.189451e-03
5.222150000003744e-03	2.571204e+01	1.515383e+01	-4.115850e-03	4.592509e-03	-4.554048e-03	4.189458e-03
5.230621428575197e-03	2.579645e+01	1.515515e+01	-4.114408e-03	4.594006e-03	-4.554048e-03	4.189468e-03
5.239092857146648e-03	2.585070e+01	1.515597e+01	-4.114182e-03	4.594358e-03	-4.554048e-03	4.189467e-03
5.247564285718100e-03	2.587480e+01	1.515629e+01	-4.115172e-03	4.593567e-03	-4.554048e-03	4.189455e-03
5.256035714289551e-03	2.586873e+01	1.515611e+01	-4.117376e-03	4.591633e-03	-4.554048e-03	4.189432e-03
5.264507142861003e-03	2.583250e+01	1.515543e+01	-4.120797e-03	4.588556e-03	-4.554048e-03	4.189398e-03
5.272978571432455e-03	2.576611e+01	1.515425e+01	-4.125432e-03	4.584335e-03	-4.554048e-03	4.189353e-03
5.281450000003907e-03	2.566956e+01	1.515257e+01	-4.131283e-03	4.578970e-03	-4.554049e-03	4.189297e-03
5.285921428575348e-03	2.560635e+01	1.515150e+01	-4.134823e-03	4.575691e-03	-4.554049e-03	4.189265e-03
5.290392857146788e-03	2.553494e+01	1.515033e+01	-4.138669e-03	4.572111e-03	-4.554049e-03	4.189233e-03
5.294864285718229e-03	2.545533e+01	1.514907e+01	-4.142823e-03	4.568232e-03	-4.554049e-03	4.189199e-03
5.299335714289670e-03	2.536751e+01	1.514770e+01	-4.147284e-03	4.564054e-03	-4.554049e-03	4.189165e-03
5.303807142861111e-03	2.527149e+01	1.514623e+01	-4.152051e-03	4.559576e-03	-4.554049e-03	4.189129e-03
5.308278571432551e-03	2.516727e+01	1.514467e+01	-4.157126e-03	4.554798e-03	-4.554050e-03	4.189093e-03
5.312750000003992e-03	2.505485e+01	1.514300e+01	-4.162508e-03	4.549720e-03	-4.554050e-03	4.189055e-03
5.314435714289711e-03	2.501044e+01	1.514235e+01	-4.164610e-03	4.547734e-03	-4.554050e-03	4.189041e-03
5.316121428575430e-03	2.496491e+01	1.514170e+01	-4.166753e-03	4.545707e-03	-4.554050e-03	4.189027e-03
5.317807142861149e-03	2.491828e+01	1.514103e+01	-4.168937e-03	4.543641e-03	-4.554050e-03	4.189013e-03
5.319492857146868e-03	2.487052e+01	1.514035e+01	-4.171162e-03	4.541534e-03	-4.554051e-03	4.188999e-03
5.321178571432586e-03	2.482166e+01	1.513966e+01	-4.173428e-03	4.539388e-03	-4.554051e-03	4.188984e-03
5.322864285718306e-03	2.477168e+01	1.513896e+01	-4.175734e-03	4.537201e-03	-4.554051e-03	4.188970e-03
5.324550000004025e-03	2.472058e+01	1.513826e+01	-4.178082e-03	4.534974e-03	-4.554051e-03	4.188956e-03
5.328564285718321e-03	2.459431e+01	1.513652e+01	-4.183840e-03	4.529506e-03	-4.554051e-03	4.188922e-03
5.332578571432618e-03	2.446212e+01	1.513474e+01	-4.189815e-03	4.523828e-03	-4.554051e-03	4.188889e-03
5.336592857146914e-03	2.432403e+01	1.513291e+01	-4.196004e-03	4.517940e-03	-4.554052e-03	4.188855e-03
5.340607142861211e-03	2.418002e+01	1.513104e+01	-4.202410e-03	4.511843e-03	-4.554052e-03	4.188822e-03
5.344621428575508e-03	2.403009e+01	1.512912e+01	-4.209031e-03	4.505535e-03	-4.554053e-03	4.188789e-03
5.348635714289804e-03	2.387426e+01	1.512715e+01	-4.215868e-03	4.499018e-03	-4.554053e-03	4.188756e-03
5.352650000004101e-03	2.371251e+01	1.512513e+01	-4.222921e-03	4.492291e-03	-4.554054e-03	4.188723e-03
5.356507142861255e-03	2.355180e+01	1.512316e+01	-4.229889e-03	4.485641e-03	-4.554054e-03	4.188692e-03
5.360364285718408e-03	2.338631e+01	1.512116e+01	-4.237032e-03	4.478825e-03	-4.554055e-03	4.188662e-03
5.364221428575562e-03	2.321602e+01	1.511912e+01	-4.244349e-03	4.471841e-03	-4.554055e-03	4.188632e-03
5.368078571432715e-03	2.304093e+01	1.511704e+01	-4.251841e-03	4.464691e-03	-4.554056e-03	4.188603e-03
5.371935714289868e-03	2.286106e+01	1.511493e+01	-4.259507e-03	4.457373e-03	-4.554057e-03	4.188573e-03
5.375792857147022e-03	2.267639e+01	1.511279e+01	-4.267348e-03	4.449889e-03	-4.554058e-03	4.188545e-03
5.379650000004175e-03	2.248692e+01	1.511061e+01	-4.275363e-03	4.442237e-03	-4.554058e-03	4.188517e-03
5.383378571432756e-03	2.229956e+01	1.510848e+01	-4.283264e-03	4.434696e-03	-4.554059e-03	4.188490e-03
5.387107142861339e-03	2.210844e+01	1.510632e+01	-4.291301e-03	4.427026e-03	-4.554060e-03	4.188464e-03
5.390835714289920e-03	2.191359e+01	1.510413e+01	-4.299474e-03	4.419230e-03	-4.554062e-03	4.188438e-03
5.394564285718502e-03	2.171498e+01	1.510191e+01	-4.307783e-03	4.411305e-03	-4.554063e-03	4.188413e-03
5.398292857147083e-03	2.151263e+01	1.509966e+01	-4.316228e-03	4.403254e-03	-4.554064e-03	4.188389e-03
5.402021428575665e-03	2.130653e+01	1.509738e+01	-4.324809e-03	4.395075e-03	-4.554066e-03	4.188365e-03
5.405750000004247e-03	2.109668e+01	1.509508e+01	-4.333525e-03	4.386768e-03	-4.554067e-03	4.188342e-03
5.408778571432826e-03	2.092382e+01	1.509318e+01	-4.340692e-03	4.379941e-03	-4.554069e-03	4.188323e-03
5.411807142861406e-03	2.074898e+01	1.509127e+01	-4.347929e-03	4.373048e-03	-4.554070e-03	4.188304e-03
5.414835714289985e-03	2.057216e+01	1.508934e+01	-4.355238e-03	4.366090e-03	-4.554072e-03	4.188287e-03
5.417864285718566e-03	2.039336e+01	1.508738e+01	-4.362618e-03	4.359067e-03	-4.554073e-03	4.188269e-03
5.420892857147145e-03	2.021257e+01	1.508541e+01	-4.370069e-03	4.351978e-03	-4.554075e-03	4.188252e-03
5.423921428575725e-03	2.002980e+01	1.508342e+01	-4.377592e-03	4.344824e-03	-4.554077e-03	4.188235e-03
5.426950000004305e-03	1.984505e+01	1.508142e+01	-4.385185e-03	4.337605e-03	-4.554079e-03	4.188219e-03
5.430678571432886e-03	1.961508e+01	1.507892e+01	-4.394623e-03	4.328635e-03	-4.554082e-03	4.188200e-03
5.434407142861468e-03	1.938291e+01	1.507639e+01	-4.404138e-03	4.319597e-03	-4.554085e-03	4.188181e-03
5.438135714290049e-03	1.914854e+01	1.507383e+01	-4.413730e-03	4.310490e-03	-4.554089e-03	4.188163e-03
5.441864285718631e-03	1.891198e+01	1.507125e+01	-4.423398e-03	4.301316e-03	-4.554092e-03	4.188145e-03
5.445592857147213e-03	1.867322e+01	1.506863e+01	-4.433142e-03	4.292074e-03	-4.554096e-03	4.188129e-03
5.449321428575795e-03	1.843227e+01	1.506599e+01	-4.442963e-03	4.282763e-03	-4.554101e-03	4.188112e-03
5.453050000004376e-03	1.818912e+01	1.506332e+01	-4.452861e-03	4.273384e-03	-4.554105e-03	4.188097e-03
5.457392857147245e-03	1.790358e+01	1.506017e+01	-4.464469e-03	4.262391e-03	-4.554111e-03	4.188080e-03
5.461735714290114e-03	1.761645e+01	1.505699e+01	-4.476126e-03	4.251358e-03	-4.554118e-03	4.188064e-03
5.466078571432983e-03	1.732773e+01	1.505379e+01	-4.487833e-03	4.240286e-03	-4.554126e-03	4.188048e-03
5.470421428575852e-03	1.703741e+01	1.505056e+01	-4.499589e-03	4.229175e-03	-4.554134e-03	4.188034e-03
5.474764285718721e-03	1.674550e+01	1.504729e+01	-4.511395e-03	4.218023e-03	-4.554143e-03	4.188021e-03
5.479107142861590e-03	1.645200e+01	1.504400e+01	-4.523250e-03	4.206833e-03	-4.554152e-03	4.188008e-03
5.483450000004459e-03	1.615691e+01	1.504069e+01	-4.535154e-03	4.195603e-03	-4.554163e-03	4.187997e-03
5.485821428575894e-03	1.599562e+01	1.503887e+01	-4.541655e-03	4.189474e-03	-4.554169e-03	4.187991e-03
5.488192857147329e-03	1.583421e+01	1.503705e+01	-4.548156e-03	4.183346e-03	-4.554175e-03	4.187986e-03
5.490564285718764e-03	1.567267e+01	1.503523e+01	-4.554658e-03	4.177221e-03	-4.554181e-03	4.187980e-03
5.492935714290199e-03	1.551101e+01	1.503341e+01	-4.561160e-03	4.171097e-03	-4.554188e-03	4.187975e-03
5.495307142861634e-03	1.534923e+01	1.503158e+01	-4.567664e-03	4.164975e-03	-4.554195e-03	4.187971e-03
5.497678571433069e-03	1.518732e+01	1.502976e+01	-4.574167e-03	4.158854e-03	-4.554203e-03	4.187966e-03
5.500050000004504e-03	1.502530e+01	1.502793e+01	-4.580672e-03	4.152736e-03	-4.554210e-03	4.187962e-03
5.504235714290230e-03	1.473901e+01	1.502470e+01	-4.592155e-03	4.141940e-03	-4.554224e-03	4.187955e-03
5.508421428575956e-03	1.445342e+01	1.502149e+01	-4.603596e-03	4.131191e-03	-4.554239e-03	4.187949e-03
5.512607142861682e-03	1.416852e+01	1.501830e+01	-4.614995e-03	4.120489e-03	-4.554254e-03	4.187943e-03
5.516792857147407e-03	1.388432e+01	1.501513e+01	-4.626353e-03	4.109834e-03	-4.554270e-03	4.187938e-03
5.520978571433133e-03	1.360081e+01	1.501198e+01	-4.637670e-03	4.099226e-03	-4.554287e-03	4.187933e-03
5.525164285718859e-03	1.331800e+01	1.500885e+01	-4.648945e-03	4.088665e-03	-4.554304e-03	4.187929e-03
5.529350000004585e-03	1.303588e+01	1.500575e+01	-4.660178e-03	4.078151e-03	-4.554322e-03	4.187925e-03
5.533307142861738e-03	1.277049e+01	1.500285e+01	-4.670732e-03	4.068280e-03	-4.554340e-03	4.187922e-03
5.537264285718892e-03	1.250690e+01	1.499999e+01	-4.681202e-03	4.058497e-03	-4.554358e-03	4.187919e-03
5.541221428576046e-03	1.224511e+01	1.499716e+01	-4.691587e-03	4.048800e-03	-4.554377e-03	4.187916e-03
5.545178571433199e-03	1.198513e+01	1.499438e+01	-4.701888e-03	4.039191e-03	-4.554396e-03	4.187914e-03
5.549135714290353e-03	1.172695e+01	1.499163e+01	-4.712104e-03	4.029669e-03	-4.554415e-03	4.187912e-03
5.553092857147507e-03	1.147058e+01	1.498892e+01	-4.722236e-03	4.020235e-03	-4.554435e-03	4.187910e-03
5.557050000004660e-03	1.121601e+01	1.498625e+01	-4.732284e-03	4.010888e-03	-4.554455e-03	4.187908e-03
5.560635714290384e-03	1.098745e+01	1.498387e+01	-4.741293e-03	4.002515e-03	-4.554474e-03	4.187907e-03
5.564221428576109e-03	1.076123e+01	1.498152e+01	-4.750198e-03	3.994247e-03	-4.554493e-03	4.187906e-03
5.567807142861833e-03	1.053737e+01	1.497921e+01	-4.759000e-03	3.986084e-03	-4.554512e-03	4.187904e-03
5.571392857147557e-03	1.031586e+01	1.497694e+01	-4.767698e-03	3.978026e-03	-4.554531e-03	4.187903e-03
5.574978571433280e-03	1.009669e+01	1.497470e+01	-4.776293e-03	3.970073e-03	-4.554550e-03	4.187902e-03
5.578564285719005e-03	9.879878e+00	1.497249e+01	-4.784784e-03	3.962226e-03	-4.554570e-03	4.187901e-03
5.582150000004729e-03	9.665411e+00	1.497032e+01	-4.793172e-03	3.954483e-03	-4.554590e-03	4.187900e-03
5.585678571433310e-03	9.457067e+00	1.496822e+01	-4.801309e-03	3.946982e-03	-4.554610e-03	4.187899e-03
5.589207142861891e-03	9.251740e+00	1.496615e+01	-4.809317e-03	3.939612e-03	-4.554630e-03	4.187899e-03
5.592735714290472e-03	9.049429e+00	1.496412e+01	-4.817195e-03	3.932373e-03	-4.554650e-03	4.187898e-03
5.596264285719054e-03	8.850134e+00	1.496212e+01	-4.824945e-03	3.925265e-03	-4.554670e-03	4.187897e-03
5.599792857147634e-03	8.653856e+00	1.496016e+01	-4.832566e-03	3.918288e-03	-4.554690e-03	4.187897e-03
5.603321428576216e-03	8.460594e+00	1.495823e+01	-4.840058e-03	3.911441e-03	-4.554711e-03	4.187896e-03
5.606850000004797e-03	8.270349e+00	1.495634e+01	-4.847421e-03	3.904725e-03	-4.554731e-03	4.187896e-03
5.610392857147663e-03	8.082737e+00	1.495447e+01	-4.854669e-03	3.898129e-03	-4.554751e-03	4.187896e-03
5.613935714290530e-03	7.898840e+00	1.495264e+01	-4.861762e-03	3.891691e-03	-4.554772e-03	4.187895e-03
5.617478571433397e-03	7.718658e+00	1.495085e+01	-4.868699e-03	3.885412e-03	-4.554792e-03	4.187895e-03
5.621021428576264e-03	7.542190e+00	1.494909e+01	-4.875481e-03	3.879293e-03	-4.554812e-03	4.187894e-03
5.624564285719131e-03	7.369438e+00	1.494737e+01	-4.882106e-03	3.873332e-03	-4.554832e-03	4.187894e-03
5.628107142861998e-03	7.200401e+00	1.494569e+01	-4.888577e-03	3.867531e-03	-4.554852e-03	4.187894e-03
5.631650000004864e-03	7.035078e+00	1.494404e+01	-4.894891e-03	3.861888e-03	-4.554872e-03	4.187893e-03
5.631750000004865e-03	7.030476e+00	1.494400e+01	-4.895067e-03	3.861732e-03	-4.554873e-03	4.187893e-03
5.635278571433445e-03	6.869963e+00	1.494239e+01	-4.901183e-03	3.856289e-03	-4.554893e-03	4.187893e-03
5.638807142862027e-03	6.713723e+00	1.494083e+01	-4.907124e-03	3.851028e-03	-4.554912e-03	4.187893e-03
5.642335714290608e-03	6.561757e+00	1.493931e+01	-4.912888e-03	3.845950e-03	-4.554931e-03	4.187893e-03
5.645864285719189e-03	6.414065e+00	1.493783e+01	-4.918475e-03	3.841054e-03	-4.554950e-03	4.187893e-03
5.649392857147770e-03	6.270645e+00	1.493639e+01	-4.923887e-03	3.836340e-03	-4.554969e-03	4.187892e-03
5.652921428576351e-03	6.131499e+00	1.493498e+01	-4.929123e-03	3.831809e-03	-4.554987e-03	4.187892e-03
5.656450000004932e-03	5.996627e+00	1.493362e+01	-4.934182e-03	3.827459e-03	-4.555005e-03	4.187892e-03
5.659907142862085e-03	5.868917e+00	1.493233e+01	-4.938957e-03	3.823387e-03	-4.555022e-03	4.187892e-03
5.663364285719237e-03	5.745778e+00	1.493108e+01	-4.943547e-03	3.819510e-03	-4.555039e-03	4.187891e-03
5.666821428576389e-03	5.627212e+00	1.492987e+01	-4.947951e-03	3.815827e-03	-4.555055e-03	4.187891e-03
5.670278571433541e-03	5.513217e+00	1.492871e+01	-4.952169e-03	3.812338e-03	-4.555071e-03	4.187891e-03
5.673735714290693e-03	5.403794e+00	1.492759e+01	-4.956201e-03	3.809043e-03	-4.555086e-03	4.187891e-03
5.677192857147846e-03	5.298943e+00	1.492652e+01	-4.960048e-03	3.805943e-03	-4.555100e-03	4.187891e-03
5.680650000004998e-03	5.198664e+00	1.492549e+01	-4.963709e-03	3.803038e-03	-4.555114e-03	4.187891e-03
5.683921428576436e-03	5.108210e+00	1.492455e+01	-4.966994e-03	3.800478e-03	-4.555127e-03	4.187891e-03
5.687192857147873e-03	5.022171e+00	1.492367e+01	-4.970103e-03	3.798102e-03	-4.555138e-03	4.187891e-03
5.690464285719311e-03	4.940548e+00	1.492282e+01	-4.973034e-03	3.795912e-03	-4.555149e-03	4.187891e-03
5.693735714290748e-03	4.863340e+00	1.492203e+01	-4.975789e-03	3.793906e-03	-4.555160e-03	4.187891e-03
5.697007142862186e-03	4.790547e+00	1.492128e+01	-4.978367e-03	3.792086e-03	-4.555169e-03	4.187891e-03
5.700278571433623e-03	4.722169e+00	1.492057e+01	-4.980768e-03	3.790450e-03	-4.555178e-03	4.187891e-03
5.703550000005061e-03	4.658207e+00	1.491991e+01	-4.982992e-03	3.788999e-03	-4.555187e-03	4.187890e-03
5.705964285719354e-03	4.613968e+00	1.491945e+01	-4.984516e-03	3.788051e-03	-4.555192e-03	4.187890e-03
5.708378571433645e-03	4.572209e+00	1.491902e+01	-4.985941e-03	3.787201e-03	-4.555198e-03	4.187890e-03
5.710792857147938e-03	4.532929e+00	1.491861e+01	-4.987266e-03	3.786449e-03	-4.555202e-03	4.187890e-03
5.713207142862230e-03	4.496129e+00	1.491824e+01	-4.988492e-03	3.785795e-03	-4.555206e-03	4.187890e-03
5.715621428576523e-03	4.461809e+00	1.491789e+01	-4.989617e-03	3.785239e-03	-4.555210e-03	4.187890e-03
5.718035714290815e-03	4.429968e+00	1.491756e+01	-4.990643e-03	3.784781e-03	-4.555213e-03	4.187890e-03
5.720450000005107e-03	4.400606e+00	1.491726e+01	-4.991570e-03	3.784420e-03	-4.555216e-03	4.187890e-03
5.722178571433683e-03	4.381118e+00	1.491706e+01	-4.992172e-03	3.784219e-03	-4.555218e-03	4.187890e-03
5.723907142862260e-03	4.362857e+00	1.491688e+01	-4.992721e-03	3.784060e-03	-4.555220e-03	4.187890e-03
5.725635714290835e-03	4.345822e+00	1.491671e+01	-4.993219e-03	3.783944e-03	-4.555221e-03	4.187890e-03
5.727364285719412e-03	4.330014e+00	1.491655e+01	-4.993666e-03	3.783870e-03	-4.555222e-03	4.187890e-03
5.729092857147988e-03	4.315432e+00	1.491641e+01	-4.994060e-03	3.783839e-03	-4.555223e-03	4.187890e-03
5.730821428576565e-03	4.302077e+00	1.491627e+01	-4.994403e-03	3.783850e-03	-4.555224e-03	4.187890e-03
5.732550000005140e-03	4.289948e+00	1.491616e+01	-4.994694e-03	3.783904e-03	-4.555224e-03	4.187890e-03
5.734150000005145e-03	4.279743e+00	1.491606e+01	-4.994916e-03	3.783984e-03	-4.555224e-03	4.187890e-03
5.735850000005149e-03	4.270024e+00	1.491597e+01	-4.995104e-03	3.784105e-03	-4.555225e-03	4.187890e-03
5.737550000005154e-03	4.261376e+00	1.491589e+01	-4.995242e-03	3.784260e-03	-4.555224e-03	4.187890e-03
5.739250000005159e-03	4.253798e+00	1.491582e+01	-4.995330e-03	3.784450e-03	-4.555224e-03	4.187890e-03
5.740950000005163e-03	4.247291e+00	1.491576e+01	-4.995367e-03	3.784675e-03	-4.555224e-03	4.187890e-03
5.742650000005168e-03	4.241854e+00	1.491571e+01	-4.995354e-03	3.784934e-03	-4.555223e-03	4.187890e-03
5.744350000005173e-03	4.237487e+00	1.491568e+01	-4.995290e-03	3.785228e-03	-4.555222e-03	4.187890e-03
5.746050000005177e-03	4.234191e+00	1.491566e+01	-4.995176e-03	3.785557e-03	-4.555221e-03	4.187890e-03
5.747807142862325e-03	4.231817e+00	1.491564e+01	-4.995006e-03	3.785933e-03	-4.555220e-03	4.187890e-03
5.749564285719473e-03	4.230571e+00	1.491565e+01	-4.994781e-03	3.786355e-03	-4.555219e-03	4.187890e-03
5.751321428576621e-03	4.230454e+00	1.491566e+01	-4.994503e-03	3.786823e-03	-4.555217e-03	4.187890e-03
5.753078571433768e-03	4.231465e+00	1.491568e+01	-4.994172e-03	3.787339e-03	-4.555215e-03	4.187890e-03
5.754835714290915e-03	4.233605e+00	1.491572e+01	-4.993787e-03	3.787900e-03	-4.555213e-03	4.187890e-03
5.756592857148063e-03	4.236874e+00	1.491577e+01	-4.993348e-03	3.788509e-03	-4.555210e-03	4.187891e-03
5.758350000005211e-03	4.241271e+00	1.491584e+01	-4.992855e-03	3.789164e-03	-4.555208e-03	4.187891e-03
5.761235714290933e-03	4.250971e+00	1.491597e+01	-4.991929e-03	3.790365e-03	-4.555202e-03	4.187891e-03
5.764121428576656e-03	4.264132e+00	1.491614e+01	-4.990860e-03	3.791705e-03	-4.555197e-03	4.187891e-03
5.767007142862378e-03	4.280755e+00	1.491635e+01	-4.989648e-03	3.793184e-03	-4.555190e-03	4.187891e-03
5.769892857148099e-03	4.300838e+00	1.491659e+01	-4.988293e-03	3.794802e-03	-4.555183e-03	4.187891e-03
5.772778571433821e-03	4.324383e+00	1.491688e+01	-4.986795e-03	3.796558e-03	-4.555176e-03	4.187891e-03
5.775664285719544e-03	4.351390e+00	1.491720e+01	-4.985153e-03	3.798453e-03	-4.555167e-03	4.187891e-03
5.778550000005266e-03	4.381857e+00	1.491756e+01	-4.983369e-03	3.800487e-03	-4.555159e-03	4.187891e-03
5.781864285719561e-03	4.421466e+00	1.491802e+01	-4.981143e-03	3.802981e-03	-4.555148e-03	4.187891e-03
5.785178571433855e-03	4.465774e+00	1.491853e+01	-4.978735e-03	3.805634e-03	-4.555136e-03	4.187891e-03
5.788492857148150e-03	4.514782e+00	1.491909e+01	-4.976144e-03	3.808445e-03	-4.555124e-03	4.187891e-03
5.791807142862445e-03	4.568490e+00	1.491969e+01	-4.973370e-03	3.811414e-03	-4.555111e-03	4.187891e-03
5.795121428576740e-03	4.626898e+00	1.492035e+01	-4.970414e-03	3.814541e-03	-4.555098e-03	4.187891e-03
5.798435714291035e-03	4.690005e+00	1.492105e+01	-4.967275e-03	3.817826e-03	-4.555084e-03	4.187892e-03
5.801750000005330e-03	4.757812e+00	1.492180e+01	-4.963953e-03	3.821269e-03	-4.555069e-03	4.187892e-03
5.805250000005339e-03	4.834476e+00	1.492264e+01	-4.960249e-03	3.825066e-03	-4.555053e-03	4.187892e-03
5.808750000005349e-03	4.916100e+00	1.492353e+01	-4.956353e-03	3.829023e-03	-4.555036e-03	4.187892e-03
5.812250000005358e-03	5.002683e+00	1.492447e+01	-4.952265e-03	3.833138e-03	-4.555019e-03	4.187892e-03
5.815750000005368e-03	5.094227e+00	1.492545e+01	-4.947984e-03	3.837412e-03	-4.555002e-03	4.187892e-03
5.819250000005377e-03	5.190730e+00	1.492648e+01	-4.943512e-03	3.841845e-03	-4.554984e-03	4.187893e-03
5.822750000005387e-03	5.292194e+00	1.492756e+01	-4.938847e-03	3.846437e-03	-4.554966e-03	4.187893e-03
5.826250000005397e-03	5.398617e+00	1.492868e+01	-4.933990e-03	3.851189e-03	-4.554947e-03	4.187893e-03
5.827721428576830e-03	5.444741e+00	1.492917e+01	-4.931894e-03	3.853230e-03	-4.554939e-03	4.187893e-03
5.829192857148262e-03	5.491692e+00	1.492966e+01	-4.929766e-03	3.855297e-03	-4.554931e-03	4.187893e-03
5.830664285719695e-03	5.539471e+00	1.493016e+01	-4.927607e-03	3.857390e-03	-4.554923e-03	4.187894e-03
5.832135714291127e-03	5.588076e+00	1.493067e+01	-4.925415e-03	3.859510e-03	-4.554915e-03	4.187894e-03
5.833607142862560e-03	5.637508e+00	1.493118e+01	-4.923191e-03	3.861656e-03	-4.554907e-03	4.187894e-03
5.835078571433992e-03	5.687767e+00	1.493170e+01	-4.920936e-03	3.863828e-03	-4.554899e-03	4.187894e-03
5.836550000005425e-03	5.738853e+00	1.493223e+01	-4.918648e-03	3.866027e-03	-4.554891e-03	4.187894e-03
5.840192857148292e-03	5.868976e+00	1.493358e+01	-4.912843e-03	3.871585e-03	-4.554870e-03	4.187894e-03
5.843835714291159e-03	6.003796e+00	1.493496e+01	-4.906857e-03	3.877293e-03	-4.554849e-03	4.187894e-03
5.847478571434026e-03	6.143313e+00	1.493639e+01	-4.900690e-03	3.883150e-03	-4.554829e-03	4.187895e-03
5.851121428576894e-03	6.287528e+00	1.493786e+01	-4.894341e-03	3.889155e-03	-4.554808e-03	4.187895e-03
5.854764285719760e-03	6.436441e+00	1.493937e+01	-4.887811e-03	3.895309e-03	-4.554787e-03	4.187896e-03
5.858407142862627e-03	6.590050e+00	1.494092e+01	-4.881100e-03	3.901613e-03	-4.554766e-03	4.187896e-03
5.862050000005494e-03	6.748357e+00	1.494251e+01	-4.874208e-03	3.908065e-03	-4.554745e-03	4.187897e-03
5.865707142862647e-03	6.911750e+00	1.494415e+01	-4.867117e-03	3.914684e-03	-4.554724e-03	4.187897e-03
5.869364285719800e-03	7.079255e+00	1.494582e+01	-4.859869e-03	3.921433e-03	-4.554703e-03	4.187898e-03
5.873021428576953e-03	7.250872e+00	1.494754e+01	-4.852463e-03	3.928313e-03	-4.554682e-03	4.187899e-03
5.876678571434106e-03	7.426603e+00	1.494928e+01	-4.844900e-03	3.935323e-03	-4.554661e-03	4.187900e-03
5.880335714291259e-03	7.606445e+00	1.495107e+01	-4.837180e-03	3.942463e-03	-4.554640e-03	4.187900e-03
5.883992857148411e-03	7.790400e+00	1.495290e+01	-4.829303e-03	3.949734e-03	-4.554619e-03	4.187901e-03
5.887650000005564e-03	7.978468e+00	1.495476e+01	-4.821269e-03	3.957135e-03	-4.554599e-03	4.187902e-03
5.891278571434145e-03	8.168812e+00	1.495664e+01	-4.813155e-03	3.964596e-03	-4.554578e-03	4.187903e-03
5.894907142862727e-03	8.362497e+00	1.495856e+01	-4.804915e-03	3.972162e-03	-4.554558e-03	4.187904e-03
5.898535714291308e-03	8.559523e+00	1.496051e+01	-4.796550e-03	3.979834e-03	-4.554538e-03	4.187906e-03
5.902164285719890e-03	8.759889e+00	1.496250e+01	-4.788058e-03	3.987610e-03	-4.554518e-03	4.187907e-03
5.905792857148471e-03	8.963597e+00	1.496452e+01	-4.779441e-03	3.995491e-03	-4.554499e-03	4.187908e-03
5.909421428577053e-03	9.170646e+00	1.496658e+01	-4.770698e-03	4.003477e-03	-4.554480e-03	4.187910e-03
5.913050000005634e-03	9.381036e+00	1.496867e+01	-4.761829e-03	4.011568e-03	-4.554461e-03	4.187911e-03
5.916721428577073e-03	9.596951e+00	1.497083e+01	-4.752742e-03	4.019849e-03	-4.554442e-03	4.187913e-03
